Product,RM Code,RM Desc, Qty ,Avg Speed ,Width,Production Line
B-TVM-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,55.9,,,FCB: Line-3 (BOPP)
B-TVM-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TVM-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,3.9,,,FCB: Line-3 (BOPP)
B-TVM-018.0-XX-B,,,"1,000",390,6.75,
B-TCO-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,854.1,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-J,RM3500079,POLYPROPELENE - ANSTAT 2,36,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-J,RM3300282,ADSYL 6C30F,69.1,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-J,RM3300165,TAFMER XM7070S,32.7,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-J,RM3500262,AB06064 PPR,2.3,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-J,RM3500261,CONSLIP440 PPR,5.8,,,FCB: Line-3 (BOPP)
B-TCO-018.0-XX-B,,Modified,"1,000",280,6.75,
B-MNT-023.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,911,,,FCB: Line-3 (BOPP)
B-MNT-023.0-XX-J,RM3500307, ASC-106,7,,,FCB: Line-3 (BOPP)
B-MNT-023.0-XX-J,RM3500310,BLOCK 102A,2,,,FCB: Line-3 (BOPP)
B-MNT-023.0-XX-J,RM3500332,MATT COMPOUND DUL STX-25 IN,80,,,FCB: Line-3 (BOPP)
B-MNT-023.0-XX-B,,,"1,000",340,6.75,
B-TUO-018.0-XX-J,RM3300165,TAFMER XM7070S,9,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),47,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,880,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,57,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,5,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),2,,,FCB: Line-3 (BOPP)
B-TUO-018.0-XX-B,,,"1,000",390,6.75,
B-TMP-022.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,39,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-J,B-RGG-0001,RGG,133,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,4,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),1,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,806,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),17,,,FCB: Line-3 (BOPP)
B-TMP-022.0-XX-B,,,"1,000",350,6.75,
B-TUH-020.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),37.7,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,773.9,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3300249,POLYPROPYLENE - TAFMER PN3560,43.8,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3300165,TAFMER XM7070S,15,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,32.4,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,87,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,10.3,,,FCB: Line-3 (BOPP)
B-TUH-020.0-XX-B,,,"1,000",350,6.75,
B-TUS-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,896,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,39,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),24,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,35,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-J,RM3500024,POLYPROPYLENE - HOBLOCK - 10 (PP),4,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,2,,,FCB: Line-3 (BOPP)
B-TUS-025.0-XX-M,,,"1,000",260,6.75,
B-THO-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,826.7,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,28.2,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,B-RGG-0001,RGG,93.2,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,14.4,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300267,POLYPROPYLENE - CLYRELL RC 6142,21.2,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500308,POLYPROPELENE - COBLASC 206 AA,12.1,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500265,SATO,2.2,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0.4,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-J,RM3300165,TAFMER XM7070S,1.6,,,FCB: Line-3 (BOPP)
B-THO-025.0-XX-B,,Cheaper CP,"1,000",290,6.75,
B-THO-030.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP,836.7,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3300049,POLYPROPYLENE - COSMOPLENE FS5612L,23.5,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,B-RGG-0001,RGG,94.3,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3300269,POLYPROPYLENE - CLYRELL RC 112L,12,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3300267,POLYPROPYLENE - CLYRELL RC 6142,17.7,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3500308,POLYPROPELENE - COBLASC 206 AA,12.3,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3500265,SATO,1.9,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK 10 (PP),0.3,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-J,RM3300165,TAFMER XM7070S,1.3,,,FCB: Line-3 (BOPP)
B-THO-030.0-XX-B,,Cheaper CP,"1,000",250,6.75,
B-TLP-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),21.2,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500075,POLYPROPELENE - COEXAS 2 (PP),9.2,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,914.8,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500004,POLYPROPYLENE - ABVT 22 SC,1.8,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,53,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,,,"1,000",300,6.75,
B-LPS-0.020-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,12,,,FCB: Line-3 (BOPP)
B-LPS-0.020-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,944,,,FCB: Line-3 (BOPP)
B-LPS-0.020-XX-J,RM3500310,BLOCK 102A,1,,,FCB: Line-3 (BOPP)
B-LPS-0.020-XX-J,RM3300165,TAFMER XM7070S,1,,,FCB: Line-3 (BOPP)
B-LPS-0.020-XX-J,RM3500265,POLYPROPYLENE - 2C01A,1,,,FCB: Line-3 (BOPP)
B-LPS-0.020-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,41,,,FCB: Line-3 (BOPP)
B-LPS-020.0-XX-B,,,"1,000",380,6.75,
B-LPS-0.025-XX-J,RM3500015,POLYPROPYLENE - ASCORE 3,12,,,FCB: Line-3 (BOPP)
B-LPS-0.025-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,948,,,FCB: Line-3 (BOPP)
B-LPS-0.025-XX-J,RM3500310,BLOCK 102A,1,,,FCB: Line-3 (BOPP)
B-LPS-0.025-XX-J,RM3300165,TAFMER XM7070S,1,,,FCB: Line-3 (BOPP)
B-LPS-0.025-XX-J,RM3500265,POLYPROPYLENE - 2C01A,1,,,FCB: Line-3 (BOPP)
B-LPS-0.025-XX-J,RM3300004,POLYPROPYLENE - ADSYL 5C 39F,37,,,FCB: Line-3 (BOPP)
B-LPS-025.0-XX-B,,,"1,000",300,6.75,
B-TLP-025.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),22,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3300165,POLYPROPELENE - TEFMER -7070,1,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500034,POLYPROPELENE - SATO-62,1,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,768.5,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 NSC,1.5,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3300004,POLYPROPYLENE - 5C39F,63,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK-10,0.5,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,RM3500308,POLYPROPYLENE - COBLAS-206 AA,10.5,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,B-RGG-0001,RGG,132,,,FCB: Line-3 (BOPP)
B-TLP-025.0-XX-J,,,"1,000",300,6.75,
B-TLP-020.0-XX-J,RM3300015,POLYPROPYLENE - ELTEX PKS 607(BOPP),22,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3300165,POLYPROPELENE - TEFMER -7070,1,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3500034,POLYPROPELENE - SATO-62,1,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3000040,POLYPROPYLENE - PROPEL 1030FG - PP/ IOCL,768.5,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3500290,POLYPROPYLENE - ABVT 22 NSC,1.5,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3300004,POLYPROPYLENE - 5C39F,63,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3500099,POLYPROPYLENE - SKIBLOCK-10,0.5,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,RM3500308,POLYPROPYLENE - COBLAS-206 AA,10.5,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,B-RGG-0001,RGG,132,,,FCB: Line-3 (BOPP)
B-TLP-020.0-XX-J,,,"1,000",400,6.75,
B-TRP-023.0-XX-J,RM3000090,POLYPROPYLENE - PROPEL 1030FG - PP,699.5,,,FCB: Line-3 (BOPP)
B-TRP-023.0-XX-J,B-RGG-0001,RGG,291.7,,,FCB: Line-3 (BOPP)
B-TRP-023.0-XX-J,RM3500307, ASC-106,7.3,,,FCB: Line-3 (BOPP)
B-TRP-023.0-XX-J,RM3500310,BLOCK 102A,1.5,,,FCB: Line-3 (BOPP)
B-TRP-023.0-XX-B,,,"1,000",350,6.75,
